bug_id,archive_id,id,message
NOVA 1402728 - CG,msg26821,<C227399E0701F545B768C425CD0EC3E0B7045844@ENFIRHMBX1.datcon.co.uk>,"[openstack-dev] [NFV] Specific example NFV use case for a data
	plane app

--

Hello all

At Wednesday's meeting I promised to supply specific examples to help 
illustrate the NFV use cases and also show how they map to some of the
blueprints.  Here's my first example - info on our session border
controller, which is a data plane app.  Please let me know if this is 
the sort of example and detail the group are looking for, then I can
add it into the wiki and send out info on the second, a vIMS core. 

Use case example
----------------

Perimeta Session Border Controller, Metaswitch Networks.  Sits on the
edge of a service provider's network and polices SIP and RTP (i.e. VoIP)
control and media traffic passing over the access network between 
end-users and the core network or the trunk network between the core and
another SP.  

Characteristics relevant to NFV/OpenStack
-----------------------------------------

Fast & guaranteed performance:
-	fast = performance of order of several million VoIP packets (~64-220
bytes depending on codec) per second per core (achievable on COTS hardware)
-	guaranteed via SLAs.

Fully HA, with no SPOFs and service continuity over software and hardware
failures.

Elastically scalable by adding/removing instances under the control of the
NFV orchestrator.

Ideally, ability to separate traffic from different customers via VLANs.

Requirements and mapping to blueprints
--------------------------------------

Fast & guaranteed performance - implications for network:

-	the packets per second target -> either SR-IOV or an accelerated
	DPDK-like data plane
	-	maps to the SR-IOV and accelerated vSwitch blueprints:
		-	""SR-IOV Networking Support"" (https://blueprints.launchpad.net/nova/+spec/pci-passthrough-sriov)
		-	""Open vSwitch to use patch ports"" (https://blueprints.launchpad.net/neutron/+spec/openvswitch-patch-port-use)
		-	""userspace vhost in ovd vif bindings"" (https://blueprints.launchpad.net/nova/+spec/libvirt-ovs-use-usvhost)
		-	""Snabb NFV driver"" (https://blueprints.launchpad.net/neutron/+spec/snabb-nfv-mech-driver)
		-	""VIF_SNABB"" (https://blueprints.launchpad.net/nova/+spec/vif-snabb)

Fast & guaranteed performance - implications for compute:

-	to optimize data rate we need to keep all working data in L3 cache
	-> need to be able to pin cores
	-	""Virt driver pinning guest vCPUs to host pCPUs"" (https://blueprints.launchpad.net/nova/+spec/virt-driver-cpu-pinning)

-	similarly to optimize data rate need to bind to NIC on host CPU's bus
	-	""I/O (PCIe) Based NUMA Scheduling"" (https://blueprints.launchpad.net/nova/+spec/input-output-based-numa-scheduling)

-	to offer guaranteed performance as opposed to 'best efforts' we need
	to control placement of cores, minimise TLB misses and get accurate 
	info about core topology (threads vs. hyperthreads etc.); maps to the
	remaining blueprints on NUMA & vCPU topology:
	-	""Virt driver guest vCPU topology configuration"" (https://blueprints.launchpad.net/nova/+spec/virt-driver-vcpu-topology)
	-	""Virt driver guest NUMA node placement & topology"" (https://blueprints.launchpad.net/nova/+spec/virt-driver-numa-placement)
	-	""Virt driver large page allocation for guest RAM"" (https://blueprints.launchpad.net/nova/+spec/virt-driver-large-pages)

-	may need support to prevent 'noisy neighbours' stealing L3 cache -
	unproven, and no blueprint we're aware of.

HA:
-	requires anti-affinity rules to prevent active/passive being
	instantiated on same host - already supported, so no gap.

Elastic scaling:
-	similarly readily achievable using existing features - no gap.

VLAN trunking:
-	maps straightforwardly to ""VLAN trunking networks for NFV"" (https://blueprints.launchpad.net/neutron/+spec/nfv-vlan-trunks et al).

Other:
-	being able to offer apparent traffic separation (e.g. service
	traffic vs. application management) over single network is also
	useful in some cases
	-	""Support two interfaces from one VM attached to the same network"" (https://blueprints.launchpad.net/nova/+spec/2-if-1-net)

regards

Calum


Calum Loudon 
Director, Architecture
+44 (0)208 366 1177
?
METASWITCH NETWORKS 
THE BRAINS OF THE NEW GLOBAL NETWORK
www.metaswitch.com



"
NOVA 1402728 - CG,msg33893,<D02C8B1F.B33F4%baoli@cisco.com>,"[openstack-dev] [nova][SR-IOV] Please review this patch series:
 replace pci_request storage with proper object usage

--

Hi,

the patch series:
 https://review.openstack.org/#/c/117781/5
https://review.openstack.org/#/c/117895/
https://review.openstack.org/#/c/117839/
 https://review.openstack.org/#/c/118391/

is ready for review. This needs to get in before Juno feature freeze so that the sr-iov patches  can land in Juno. Refer to https://blueprints.launchpad.net/nova/+spec/pci-passthrough-sriov for all the patches related to SR-IOV.

thanks,
Robert



-------------- next part --------------
An HTML attachment was scrubbed...
URL: <http://lists.openstack.org/pipermail/openstack-dev/attachments/20140903/66c5ae76/attachment.html>
"
NOVA 1402728 - CG,msg15634,<DDCAE26804250545B9934A2056554AA01FBFC394@ORSMSX108.amr.corp.intel.com>,"[openstack-dev] The simplified blueprint for PCI extra attributes

--

Hi, John and all,
	I updated the blueprint https://blueprints.launchpad.net/nova/+spec/pci-extra-info-icehouse  according to your feedback, to add the backward compatibility/upgrade issue/examples.

	I try to separate this BP with the SR-IOV NIC support as a standalone enhancement, because this requirement is more a generic PCI pass through feature, and will benefit other usage scenario as well.

	And the reasons that I want to finish this BP in I release are:

	a) it's a generic requirement, and push it into I release is helpful to other scenario.
	b) I don't see upgrade issue, and the only thing will be discarded in future is the PCI alias if we all agree to use PCI flavor. But that effort will be small and there is no conclusion to PCI flavor yet.
	c) SR-IOV NIC support is complex, it will be really helpful if we can keep ball rolling and push the all-agreed items forward. 

	Considering the big patch list for I-3 release, I'm not optimistic to merge this in I release, but as said, we should keep the ball rolling and move forward.

Thanks
--jyh

"
NOVA 1402728 - CG,msg15735,<CF16CE2D.403E3%baoli@cisco.com>,"[openstack-dev] The simplified blueprint for PCI extra
 attributes

--

Hi Yunhong,

A couple of questions:
   -- about the pci_information config item in your spec. What is a
device_id? 

   -- in libvirt driver, we need to retrieve the PCI devices allocated for
the requested networks. These PCI devices won't be treated as hostdev
devices in the domain xml, rather as interfaces. Shall it be specified in
your spec how this is going to be supported?

thanks,
Robert

On 2/4/14 1:36 AM, ""Jiang, Yunhong"" <yunhong.jiang at intel.com> wrote:

>Hi, John and all,
>	I updated the blueprint
>https://blueprints.launchpad.net/nova/+spec/pci-extra-info-icehouse
>according to your feedback, to add the backward compatibility/upgrade
>issue/examples.
>
>	I try to separate this BP with the SR-IOV NIC support as a standalone
>enhancement, because this requirement is more a generic PCI pass through
>feature, and will benefit other usage scenario as well.
>
>	And the reasons that I want to finish this BP in I release are:
>
>	a) it's a generic requirement, and push it into I release is helpful to
>other scenario.
>	b) I don't see upgrade issue, and the only thing will be discarded in
>future is the PCI alias if we all agree to use PCI flavor. But that
>effort will be small and there is no conclusion to PCI flavor yet.
>	c) SR-IOV NIC support is complex, it will be really helpful if we can
>keep ball rolling and push the all-agreed items forward.
>
>	Considering the big patch list for I-3 release, I'm not optimistic to
>merge this in I release, but as said, we should keep the ball rolling and
>move forward.
>
>Thanks
>--jyh
>
>_______________________________________________
>OpenStack-dev mailing list
>OpenStack-dev at lists.openstack.org
>http://lists.openstack.org/cgi-bin/mailman/listinfo/openstack-dev


"
NOVA 1402728 - CG,msg15810,<CF17BC24.40B13%baoli@cisco.com>,"[openstack-dev] The simplified blueprint for PCI extra
 attributes and SR-IOV NIC blueprint

--

Hi John and all,

Yunhong's email mentioned about the SR-IOV NIC support BP:
https://blueprints.launchpad.net/nova/+spec/pci-passthrough-sriov

I'd appreciate your consideration of the approval of both BPs so that we
can have SR-IOV NIC support in Icehouse.

Thanks,
Robert


On 2/4/14 1:36 AM, ""Jiang, Yunhong"" <yunhong.jiang at intel.com> wrote:

>Hi, John and all,
>	I updated the blueprint
>https://blueprints.launchpad.net/nova/+spec/pci-extra-info-icehouse
>according to your feedback, to add the backward compatibility/upgrade
>issue/examples.
>
>	I try to separate this BP with the SR-IOV NIC support as a standalone
>enhancement, because this requirement is more a generic PCI pass through
>feature, and will benefit other usage scenario as well.
>
>	And the reasons that I want to finish this BP in I release are:
>
>	a) it's a generic requirement, and push it into I release is helpful to
>other scenario.
>	b) I don't see upgrade issue, and the only thing will be discarded in
>future is the PCI alias if we all agree to use PCI flavor. But that
>effort will be small and there is no conclusion to PCI flavor yet.
>	c) SR-IOV NIC support is complex, it will be really helpful if we can
>keep ball rolling and push the all-agreed items forward.
>
>	Considering the big patch list for I-3 release, I'm not optimistic to
>merge this in I release, but as said, we should keep the ball rolling and
>move forward.
>
>Thanks
>--jyh
>
>_______________________________________________
>OpenStack-dev mailing list
>OpenStack-dev at lists.openstack.org
>http://lists.openstack.org/cgi-bin/mailman/listinfo/openstack-dev


"
NOVA 1402728 - CG,msg27791,<53AA21E5.6040409@intel.com>,"[openstack-dev] [nova][pci] A couple of questions

--

Hi, Robert, Irenab

does your patches are properly seting up the topic, like 
pci-passthrough-sriov?
all SRIOV patch need this tag i think , help people find this set of 
patch to review.

https://review.openstack.org/#/q/status:open+project:openstack/nova+branch:master+topic:bp/pci-passthrough-sriov,n,z

Yongli He

"
NOVA 1434855 - CG,msg09183,<CANCY3ed2KTw0xMQa2Bf7xxFMEsLwoo+7=mujmrz4cztjgL7P8w@mail.gmail.com>,"[openstack-dev] [nova] V3 API blueprints

--

Hi,

Some people have expressed interest in helping out with the V3 API related
work during Icehouse. The following are the relevant blueprints based on
ongoing work from Havana and discussions during the summit sessions:

Ongoing blueprints

https://blueprints.launchpad.net/nova/+spec/nova-v3-api (capstone blueprint)
https://blueprints.launchpad.net/nova/+spec/v3-api-cleanup-misc
https://blueprints.launchpad.net/nova/+spec/v3-api-specification
https://blueprints.launchpad.net/python-novaclient/+spec/v3-api
https://blueprints.launchpad.net/tempest/+spec/nova-v3-api-tests
https://blueprints.launchpad.net/nova/+spec/nova-api-validation-fw

New in Icehouse

https://blueprints.launchpad.net/nova/+spec/api-v3-remove-disk-config
https://blueprints.launchpad.net/nova/+spec/v3-api-core
https://blueprints.launchpad.net/nova/+spec/v3-api-admin-actions-split
https://blueprints.launchpad.net/nova/+spec/v3-api-remove-nova-network
https://blueprints.launchpad.net/nova/+spec/v3-api-remove-extensions
https://blueprints.launchpad.net/nova/+spec/v3-api-pecan
https://blueprints.launchpad.net/nova/+spec/v3-api-policy
https://blueprints.launchpad.net/nova/+spec/v3-api-core-policy

There'll be a few people working on these so if you decide to work on
something please add a relevant entry in the work item section before
starting in order to avoid duplication of effort. Please ping me if you
think anything needs further explanation
or you want a bit of a hand getting started on something.

Chris
-------------- next part --------------
An HTML attachment was scrubbed...
URL: <http://lists.openstack.org/pipermail/openstack-dev/attachments/20131119/316e6b5c/attachment.html>
"
NOVA 1434855 - CG,msg51155,<5537A2FD.2050907@redhat.com>,"[openstack-dev] [nova] Policy rules are killed by the context admin
	check

--

Hi,

By discussing on a specific bug [1], I just discovered that the admin 
context check which was done at the DB level has been moved to the API 
level thanks to the api-policy-v3 blueprint [2]

That behaviour still leads to a bug if the operator wants to change an 
endpoint policy by leaving it end-user but still continues to be denied 
because of that, as it will forbid any non-admin user to call the 
methods (even if authorize() grants the request)

I consequently opened a bug [3] for this but I'm also concerned about 
the backportability of that and why it shouldn't fixed in v2.0 too.

Releasing the check by removing it sounds an acceptable change, as it 
fixes a bug without changing the expected behaviour [4]. The impact of 
the change sounds also minimal with a very precise scope (ie. leave the 
policy rules work as they are expected) [5]

Folks, thoughts ?

-Sylvain

[1] https://bugs.launchpad.net/nova/+bug/1447084
[2] 
https://review.openstack.org/#/q/project:openstack/nova+branch:master+topic:bp/v3-api-policy,n,z
[3] https://bugs.launchpad.net/nova/+bug/1447164
[4] 
https://wiki.openstack.org/wiki/APIChangeGuidelines#Generally_Considered_OK 
""Fixing a bug so that a request which resulted in an error response 
before is now successful""
[5] https://wiki.openstack.org/wiki/StableBranch#Stable_branch_policy

"
NOVA 1434855 - CG,msg51212,<553826F8.9040904@linux.vnet.ibm.com>,"[openstack-dev] [nova] Policy rules are killed by the context
 admin check

--



On 4/22/2015 8:32 AM, Sylvain Bauza wrote:
> Hi,
>
> By discussing on a specific bug [1], I just discovered that the admin
> context check which was done at the DB level has been moved to the API
> level thanks to the api-policy-v3 blueprint [2]
>
> That behaviour still leads to a bug if the operator wants to change an
> endpoint policy by leaving it end-user but still continues to be denied
> because of that, as it will forbid any non-admin user to call the
> methods (even if authorize() grants the request)
>
> I consequently opened a bug [3] for this but I'm also concerned about
> the backportability of that and why it shouldn't fixed in v2.0 too.
>
> Releasing the check by removing it sounds an acceptable change, as it
> fixes a bug without changing the expected behaviour [4]. The impact of
> the change sounds also minimal with a very precise scope (ie. leave the
> policy rules work as they are expected) [5]
>
> Folks, thoughts ?
>
> -Sylvain
>
> [1] https://bugs.launchpad.net/nova/+bug/1447084
> [2]
> https://review.openstack.org/#/q/project:openstack/nova+branch:master+topic:bp/v3-api-policy,n,z
>
> [3] https://bugs.launchpad.net/nova/+bug/1447164
> [4]
> https://wiki.openstack.org/wiki/APIChangeGuidelines#Generally_Considered_OK
> ""Fixing a bug so that a request which resulted in an error response
> before is now successful""
> [5] https://wiki.openstack.org/wiki/StableBranch#Stable_branch_policy
>
> __________________________________________________________________________
> OpenStack Development Mailing List (not for usage questions)
> Unsubscribe: OpenStack-dev-request at lists.openstack.org?subject:unsubscribe
> http://lists.openstack.org/cgi-bin/mailman/listinfo/openstack-dev
>

I don't disagree, see bug 1168488 from way back in grizzly.

The only thing would be we'd have to make sure the default rule is admin 
for any v2 extensions which are enforcing an admin context today.

-- 

Thanks,

Matt Riedemann


"
NOVA 1434855 - CG,msg51213,<CAGnj6auHXehCyr_b5tYUWVVEOFz9eoDMO-GngBiwxpA4Bij_DQ@mail.gmail.com>,"[openstack-dev] [nova] Policy rules are killed by the context
 admin check

--

On Wednesday, April 22, 2015, Matt Riedemann <mriedem at linux.vnet.ibm.com>
wrote:

>
>
> On 4/22/2015 8:32 AM, Sylvain Bauza wrote:
>
>> Hi,
>>
>> By discussing on a specific bug [1], I just discovered that the admin
>> context check which was done at the DB level has been moved to the API
>> level thanks to the api-policy-v3 blueprint [2]
>>
>> That behaviour still leads to a bug if the operator wants to change an
>> endpoint policy by leaving it end-user but still continues to be denied
>> because of that, as it will forbid any non-admin user to call the
>> methods (even if authorize() grants the request)
>>
>> I consequently opened a bug [3] for this but I'm also concerned about
>> the backportability of that and why it shouldn't fixed in v2.0 too.
>>
>> Releasing the check by removing it sounds an acceptable change, as it
>> fixes a bug without changing the expected behaviour [4]. The impact of
>> the change sounds also minimal with a very precise scope (ie. leave the
>> policy rules work as they are expected) [5]
>>
>> Folks, thoughts ?
>>
>> -Sylvain
>>
>> [1] https://bugs.launchpad.net/nova/+bug/1447084
>> [2]
>>
>> https://review.openstack.org/#/q/project:openstack/nova+branch:master+topic:bp/v3-api-policy,n,z
>>
>> [3] https://bugs.launchpad.net/nova/+bug/1447164
>> [4]
>>
>> https://wiki.openstack.org/wiki/APIChangeGuidelines#Generally_Considered_OK
>> ""Fixing a bug so that a request which resulted in an error response
>> before is now successful""
>> [5] https://wiki.openstack.org/wiki/StableBranch#Stable_branch_policy
>>
>> __________________________________________________________________________
>> OpenStack Development Mailing List (not for usage questions)
>> Unsubscribe:
>> OpenStack-dev-request at lists.openstack.org?subject:unsubscribe
>> http://lists.openstack.org/cgi-bin/mailman/listinfo/openstack-dev
>>
>>
> I don't disagree, see bug 1168488 from way back in grizzly.
>
> The only thing would be we'd have to make sure the default rule is admin
> for any v2 extensions which are enforcing an admin context today.
>
>
This sounds like a sane approach.

--Morgan

> --
>
> Thanks,
>
> Matt Riedemann
>
>
> __________________________________________________________________________
> OpenStack Development Mailing List (not for usage questions)
> Unsubscribe: OpenStack-dev-request at lists.openstack.org?subject:unsubscribe
> http://lists.openstack.org/cgi-bin/mailman/listinfo/openstack-dev
>
-------------- next part --------------
An HTML attachment was scrubbed...
URL: <http://lists.openstack.org/pipermail/openstack-dev/attachments/20150422/8769514e/attachment.html>
"
NOVA 1434855 - CG,msg51240,<CAH7mGatE4Ua_fxmrAHCC6kbFE_uHnvoJ8u5vxVNFnOAQdrcVsg@mail.gmail.com>,"[openstack-dev] [nova] Policy rules are killed by the context
 admin check

--

2015-04-23 6:55 GMT+08:00 Matt Riedemann <mriedem at linux.vnet.ibm.com>:

>
>
> On 4/22/2015 8:32 AM, Sylvain Bauza wrote:
>
>> Hi,
>>
>> By discussing on a specific bug [1], I just discovered that the admin
>> context check which was done at the DB level has been moved to the API
>> level thanks to the api-policy-v3 blueprint [2]
>>
>> That behaviour still leads to a bug if the operator wants to change an
>> endpoint policy by leaving it end-user but still continues to be denied
>> because of that, as it will forbid any non-admin user to call the
>> methods (even if authorize() grants the request)
>>
>> I consequently opened a bug [3] for this but I'm also concerned about
>> the backportability of that and why it shouldn't fixed in v2.0 too.
>>
>> Releasing the check by removing it sounds an acceptable change, as it
>> fixes a bug without changing the expected behaviour [4]. The impact of
>> the change sounds also minimal with a very precise scope (ie. leave the
>> policy rules work as they are expected) [5]
>>
>> Folks, thoughts ?
>>
>> -Sylvain
>>
>> [1] https://bugs.launchpad.net/nova/+bug/1447084
>> [2]
>>
>> https://review.openstack.org/#/q/project:openstack/nova+branch:master+topic:bp/v3-api-policy,n,z
>>
>> [3] https://bugs.launchpad.net/nova/+bug/1447164
>> [4]
>>
>> https://wiki.openstack.org/wiki/APIChangeGuidelines#Generally_Considered_OK
>> ""Fixing a bug so that a request which resulted in an error response
>> before is now successful""
>> [5] https://wiki.openstack.org/wiki/StableBranch#Stable_branch_policy
>>
>> __________________________________________________________________________
>> OpenStack Development Mailing List (not for usage questions)
>> Unsubscribe:
>> OpenStack-dev-request at lists.openstack.org?subject:unsubscribe
>> http://lists.openstack.org/cgi-bin/mailman/listinfo/openstack-dev
>>
>>
> I don't disagree, see bug 1168488 from way back in grizzly.
>
> The only thing would be we'd have to make sure the default rule is admin
> for any v2 extensions which are enforcing an admin context today.


Agree, if we want to fix those for v2, we need make sure the default rule
is admin.

And do you mean [3] want to fix this for v2 both in Kilo and Liberty?

For liberty, we can do that, but I think we will switch to v2.1 very soon.
Not sure it is still worth to do that.

For kilo, some of api is pretty easy to fix by just removing
'require_admin_context()'. But there still have many of policy patches
didn't merged into the master yet. like:
https://review.openstack.org/#/q/status:open+project:openstack/nova+branch:master+topic:bp/nova-api-policy-final-part,n,z
https://review.openstack.org/#/q/status:open+project:openstack/nova+branch:master+topic:bp/v3-api-policy,n,z
https://review.openstack.org/#/q/status:open+project:openstack/nova+branch:master+topic:remove_qutoa_hardcode_permission,n,z
https://review.openstack.org/#/q/status:open+project:openstack/nova+branch:master+topic:remove_quotaclass_hardcode_permission,n,z

Should we back-port them all?


>
> --
>
> Thanks,
>
> Matt Riedemann
>
>
>
> __________________________________________________________________________
> OpenStack Development Mailing List (not for usage questions)
> Unsubscribe: OpenStack-dev-request at lists.openstack.org?subject:unsubscribe
> http://lists.openstack.org/cgi-bin/mailman/listinfo/openstack-dev
>
-------------- next part --------------
An HTML attachment was scrubbed...
URL: <http://lists.openstack.org/pipermail/openstack-dev/attachments/20150423/ca1ac933/attachment.html>
"
NOVA 1434855 - CG,msg51248,<CANWE-CnOs0L454G3VpHcV4-+oPDOn9vVar+P49pUZjar1GFswg@mail.gmail.com>,"[openstack-dev] [nova] Policy rules are killed by the context
 admin check

--

Le 23 avr. 2015 04:49, ""Alex Xu"" <soulxu at gmail.com> a ?crit :
>
>
>
> 2015-04-23 6:55 GMT+08:00 Matt Riedemann <mriedem at linux.vnet.ibm.com>:
>>
>>
>>
>> On 4/22/2015 8:32 AM, Sylvain Bauza wrote:
>>>
>>> Hi,
>>>
>>> By discussing on a specific bug [1], I just discovered that the admin
>>> context check which was done at the DB level has been moved to the API
>>> level thanks to the api-policy-v3 blueprint [2]
>>>
>>> That behaviour still leads to a bug if the operator wants to change an
>>> endpoint policy by leaving it end-user but still continues to be denied
>>> because of that, as it will forbid any non-admin user to call the
>>> methods (even if authorize() grants the request)
>>>
>>> I consequently opened a bug [3] for this but I'm also concerned about
>>> the backportability of that and why it shouldn't fixed in v2.0 too.
>>>
>>> Releasing the check by removing it sounds an acceptable change, as it
>>> fixes a bug without changing the expected behaviour [4]. The impact of
>>> the change sounds also minimal with a very precise scope (ie. leave the
>>> policy rules work as they are expected) [5]
>>>
>>> Folks, thoughts ?
>>>
>>> -Sylvain
>>>
>>> [1] https://bugs.launchpad.net/nova/+bug/1447084
>>> [2]
>>>
https://review.openstack.org/#/q/project:openstack/nova+branch:master+topic:bp/v3-api-policy,n,z
>>>
>>> [3] https://bugs.launchpad.net/nova/+bug/1447164
>>> [4]
>>>
https://wiki.openstack.org/wiki/APIChangeGuidelines#Generally_Considered_OK
>>> ""Fixing a bug so that a request which resulted in an error response
>>> before is now successful""
>>> [5] https://wiki.openstack.org/wiki/StableBranch#Stable_branch_policy
>>>
>>>
__________________________________________________________________________
>>> OpenStack Development Mailing List (not for usage questions)
>>> Unsubscribe:
OpenStack-dev-request at lists.openstack.org?subject:unsubscribe
>>> http://lists.openstack.org/cgi-bin/mailman/listinfo/openstack-dev
>>>
>>
>> I don't disagree, see bug 1168488 from way back in grizzly.
>>
>> The only thing would be we'd have to make sure the default rule is admin
for any v2 extensions which are enforcing an admin context today.
>
>
> Agree, if we want to fix those for v2, we need make sure the default rule
is admin.
>
> And do you mean [3] want to fix this for v2 both in Kilo and Liberty?
>
> For liberty, we can do that, but I think we will switch to v2.1 very
soon. Not sure it is still worth to do that.
>
> For kilo, some of api is pretty easy to fix by just removing
'require_admin_context()'. But there still have many of policy patches
didn't merged into the master yet. like:
>
https://review.openstack.org/#/q/status:open+project:openstack/nova+branch:master+topic:bp/nova-api-policy-final-part,n,z
>
https://review.openstack.org/#/q/status:open+project:openstack/nova+branch:master+topic:bp/v3-api-policy,n,z
>
https://review.openstack.org/#/q/status:open+project:openstack/nova+branch:master+topic:remove_qutoa_hardcode_permission,n,z
>
https://review.openstack.org/#/q/status:open+project:openstack/nova+branch:master+topic:remove_quotaclass_hardcode_permission,n,z
>
> Should we back-port them all?

Wrt all the necessary backports, I'm eventually rather in favor of an
opportunistic approach and only backport what has been reported as a bug,
ie. [1]

That has also the benefit of not proposing a stable patch which was not
cherry-picked (like providing an elevated context), which I disapprove.

-Sylvain

>
>>
>>
>> --
>>
>> Thanks,
>>
>> Matt Riedemann
>>
>>
>>
>>
__________________________________________________________________________
>> OpenStack Development Mailing List (not for usage questions)
>> Unsubscribe:
OpenStack-dev-request at lists.openstack.org?subject:unsubscribe
>> http://lists.openstack.org/cgi-bin/mailman/listinfo/openstack-dev
>
>
>
> __________________________________________________________________________
> OpenStack Development Mailing List (not for usage questions)
> Unsubscribe: OpenStack-dev-request at lists.openstack.org?subject:unsubscribe
> http://lists.openstack.org/cgi-bin/mailman/listinfo/openstack-dev
>
-------------- next part --------------
An HTML attachment was scrubbed...
URL: <http://lists.openstack.org/pipermail/openstack-dev/attachments/20150423/431de072/attachment.html>
"
NOVA 1434855 - CG,msg51552,<553E39D7.9080909@redhat.com>,"[openstack-dev] [nova] Policy rules are killed by the context
 admin check

--



Le 23/04/2015 09:10, Sylvain Bauza a ?crit :
>
>
> Le 23 avr. 2015 04:49, ""Alex Xu"" <soulxu at gmail.com 
> <mailto:soulxu at gmail.com>> a ?crit :
> >
> >
> >
> > 2015-04-23 6:55 GMT+08:00 Matt Riedemann <mriedem at linux.vnet.ibm.com 
> <mailto:mriedem at linux.vnet.ibm.com>>:
> >>
> >>
> >>
> >> On 4/22/2015 8:32 AM, Sylvain Bauza wrote:
> >>>
> >>> Hi,
> >>>
> >>> By discussing on a specific bug [1], I just discovered that the admin
> >>> context check which was done at the DB level has been moved to the API
> >>> level thanks to the api-policy-v3 blueprint [2]
> >>>
> >>> That behaviour still leads to a bug if the operator wants to change an
> >>> endpoint policy by leaving it end-user but still continues to be 
> denied
> >>> because of that, as it will forbid any non-admin user to call the
> >>> methods (even if authorize() grants the request)
> >>>
> >>> I consequently opened a bug [3] for this but I'm also concerned about
> >>> the backportability of that and why it shouldn't fixed in v2.0 too.
> >>>
> >>> Releasing the check by removing it sounds an acceptable change, as it
> >>> fixes a bug without changing the expected behaviour [4]. The impact of
> >>> the change sounds also minimal with a very precise scope (ie. 
> leave the
> >>> policy rules work as they are expected) [5]
> >>>
> >>> Folks, thoughts ?
> >>>
> >>> -Sylvain
> >>>
> >>> [1] https://bugs.launchpad.net/nova/+bug/1447084
> >>> [2]
> >>> 
> https://review.openstack.org/#/q/project:openstack/nova+branch:master+topic:bp/v3-api-policy,n,z
> >>>
> >>> [3] https://bugs.launchpad.net/nova/+bug/1447164
> >>> [4]
> >>> 
> https://wiki.openstack.org/wiki/APIChangeGuidelines#Generally_Considered_OK
> >>> ""Fixing a bug so that a request which resulted in an error response
> >>> before is now successful""
> >>> [5] https://wiki.openstack.org/wiki/StableBranch#Stable_branch_policy
> >>>
> >>> 
> __________________________________________________________________________
> >>> OpenStack Development Mailing List (not for usage questions)
> >>> Unsubscribe: 
> OpenStack-dev-request at lists.openstack.org?subject:unsubscribe 
> <http://OpenStack-dev-request at lists.openstack.org?subject:unsubscribe>
> >>> http://lists.openstack.org/cgi-bin/mailman/listinfo/openstack-dev
> >>>
> >>
> >> I don't disagree, see bug 1168488 from way back in grizzly.
> >>
> >> The only thing would be we'd have to make sure the default rule is 
> admin for any v2 extensions which are enforcing an admin context today.
> >
> >
> > Agree, if we want to fix those for v2, we need make sure the default 
> rule is admin.
> >
> > And do you mean [3] want to fix this for v2 both in Kilo and Liberty?
> >
> > For liberty, we can do that, but I think we will switch to v2.1 very 
> soon. Not sure it is still worth to do that.
> >
> > For kilo, some of api is pretty easy to fix by just removing 
> 'require_admin_context()'. But there still have many of policy patches 
> didn't merged into the master yet. like:
> > 
> https://review.openstack.org/#/q/status:open+project:openstack/nova+branch:master+topic:bp/nova-api-policy-final-part,n,z
> > 
> https://review.openstack.org/#/q/status:open+project:openstack/nova+branch:master+topic:bp/v3-api-policy,n,z
> > 
> https://review.openstack.org/#/q/status:open+project:openstack/nova+branch:master+topic:remove_qutoa_hardcode_permission,n,z
> > 
> https://review.openstack.org/#/q/status:open+project:openstack/nova+branch:master+topic:remove_quotaclass_hardcode_permission,n,z
> >
> > Should we back-port them all?
>
> Wrt all the necessary backports, I'm eventually rather in favor of an 
> opportunistic approach and only backport what has been reported as a 
> bug, ie. [1]
>
> That has also the benefit of not proposing a stable patch which was 
> not cherry-picked (like providing an elevated context), which I 
> disapprove.
>
> -Sylvain
>

Just a follow-up on that, I'm proposing a change to the approved spec to 
match that discussion :
https://review.openstack.org/177764

Basically, the idea is not to backport all of the efforts, just make 
sure that default policies are admin-only for the corresponding API 
endpoints that call DB API methods which are decorated by 
require_admin_context()

-Sylvain

> >
> >>
> >>
> >> --
> >>
> >> Thanks,
> >>
> >> Matt Riedemann
> >>
> >>
> >>
> >> 
> __________________________________________________________________________
> >> OpenStack Development Mailing List (not for usage questions)
> >> Unsubscribe: 
> OpenStack-dev-request at lists.openstack.org?subject:unsubscribe 
> <http://OpenStack-dev-request at lists.openstack.org?subject:unsubscribe>
> >> http://lists.openstack.org/cgi-bin/mailman/listinfo/openstack-dev
> >
> >
> >
> > 
> __________________________________________________________________________
> > OpenStack Development Mailing List (not for usage questions)
> > Unsubscribe: 
> OpenStack-dev-request at lists.openstack.org?subject:unsubscribe 
> <http://OpenStack-dev-request at lists.openstack.org?subject:unsubscribe>
> > http://lists.openstack.org/cgi-bin/mailman/listinfo/openstack-dev
> >
>
>
>
> __________________________________________________________________________
> OpenStack Development Mailing List (not for usage questions)
> Unsubscribe: OpenStack-dev-request at lists.openstack.org?subject:unsubscribe
> http://lists.openstack.org/cgi-bin/mailman/listinfo/openstack-dev

-------------- next part --------------
An HTML attachment was scrubbed...
URL: <http://lists.openstack.org/pipermail/openstack-dev/attachments/20150427/852d7f2f/attachment.html>
"
